6.432953184283846104e-01,1.822530907380724707e-01,1.744515908335431409e-01
4.383007691214231283e-01,4.195136158051409603e-01,1.421856150734358559e-01
4.590070412502402775e-01,3.278508662398381124e-01,2.131420925099215546e-01
5.129056257043506095e-01,3.222097162495601297e-01,1.648846580460891220e-01
4.651768152214306173e-01,2.552257255652479184e-01,2.795974592133215197e-01
6.414677407544291388e-01,1.678501195506481303e-01,1.906821396949227587e-01
4.624919638232342645e-01,3.030721604343578068e-01,2.344358757424078732e-01
4.577314061329361694e-01,3.050965399283054325e-01,2.371720539387585092e-01
4.334168426351590053e-01,4.653376579933925505e-01,1.012454993714484858e-01
5.717582520304708149e-01,2.984523229971410285e-01,1.297894249723882676e-01
5.105326169227921707e-01,1.286733389102824310e-01,3.607940441669252873e-01
5.677489577759490258e-01,3.059007997999595996e-01,1.263502424240913746e-01
3.777181378990905891e-01,3.594733663685076297e-01,2.628084957324016702e-01
5.345490835752717551e-01,3.670810967039818129e-01,9.836981972074650138e-02
5.430969857763655595e-01,2.463434725975965356e-01,2.105595416260378216e-01
4.402419640075483920e-01,2.485282144208508237e-01,3.112298215716008398e-01
7.229824932662128889e-01,1.171221324237958356e-01,1.598953743099913449e-01
5.939191225841863320e-01,2.782677979293582959e-01,1.278130794864554554e-01
4.898328034858953073e-01,2.962801975501859753e-01,2.138869989639187452e-01
6.318100824865421350e-01,3.139019459540701162e-01,5.428797155938783897e-02
6.227871794223109880e-01,3.068593949547400723e-01,7.035342562294898128e-02
5.149618709562205909e-01,3.286614171300678566e-01,1.563767119137114969e-01
7.550481206092013453e-01,1.566257704081219504e-01,8.832610898267670430e-02
5.215253459343165421e-01,1.885496063298802705e-01,2.899250477358030764e-01
3.333001790966001465e-01,2.932927824317423382e-01,3.734070384716575153e-01
6.502629747798511772e-01,2.537908584739594908e-01,9.594616674618931806e-02
5.369790899945499074e-01,2.111407487180509135e-01,2.518801612873992068e-01
7.014852197949630330e-01,1.714841557303718178e-01,1.270306244746652324e-01
6.229987812554752535e-01,2.025825102470355243e-01,1.744187084974893331e-01
7.844561223234893799e-01,1.008184790709867468e-01,1.147253986055237762e-01
5.412524067430996011e-01,3.190735219758776831e-01,1.396740712810227159e-01
6.004871222118798313e-01,2.090520139371218056e-01,1.904608638509985019e-01
3.977236414709544587e-01,4.798329998629813353e-01,1.224433586660642753e-01
3.784421708815755570e-01,4.498855171005886611e-01,1.716723120178357542e-01
5.379106252530024834e-01,2.734905403009290636e-01,1.885988344460685917e-01
4.158382841010062059e-01,2.051416234594369559e-01,3.790200924395570325e-01
4.563133834785126353e-01,3.614749599458773055e-01,1.822116565756101147e-01
4.473473969514755177e-01,3.300357520489511365e-01,2.226168509995733735e-01
6.420354278063943321e-01,2.265904272245812534e-01,1.313741449690244978e-01
4.449362067486838379e-01,2.692609778649086572e-01,2.858028153864075604e-01
3.622266697751373998e-01,5.281666576818535574e-01,1.096066725430090288e-01
5.467085127055903992e-01,2.773652014600521132e-01,1.759262858343573210e-01
4.896960629620627503e-01,2.679814643792362561e-01,2.423224726587009104e-01
4.113264048733254463e-01,4.194130069915459891e-01,1.692605881351285368e-01
4.530153603417724772e-01,3.510118027230034743e-01,1.959728369352240207e-01
5.509201001801642406e-01,1.863581973263639668e-01,2.627217024934718204e-01
5.505636704460229458e-01,3.850939041022046205e-01,6.434242545177229489e-02
7.333758476231003742e-01,1.210542426821818590e-01,1.455699096947176696e-01
6.939738442418454945e-01,2.384464626405415622e-01,6.757969311761291564e-02
4.646073514441971808e-01,2.717469914962228894e-01,2.636456570595798743e-01
